package,installed,loadable,package_native_code,package_r_code,package_code,runnable_code,runnable_files,runnable_code_examples,runnable_code_vignettes,runnable_code_tests,runnable_files_examples,runnable_files_vignettes,runnable_files_tests,coverage_expr,coverage_line,runnable_success,runnable_error,runnable_time,runnable_rate,funs_private,funs_public,funs,revdeps,funs_with_assert,asserts
SMLoutliers,TRUE,TRUE,0,40,40,10,3,10,0,0,3,0,0,1,1,3,0,2.465999999999999,1,0,1,1,NA,NA,NA
SMM,TRUE,TRUE,0,5464,5464,262,14,262,0,0,13,1,0,0.14537854156990246,0.12903824730783514,13,1,8.22,0.9285714285714286,23,12,35,NA,NA,NA
SMMA,TRUE,TRUE,374,188,562,77,4,77,0,0,4,0,0,0.6954314720812182,0.6875,4,0,3.456,1,5,2,7,NA,NA,NA
SMNCensReg,TRUE,TRUE,0,1109,1109,8,2,8,0,0,2,0,0,0.41161290322580646,0.39603960396039606,2,0,5.145,1,23,1,24,NA,NA,NA
smnet,TRUE,TRUE,0,1546,1546,376,8,376,0,0,8,0,0,0.6546026750590087,0.6596899224806202,8,0,48.52699999999998,1,35,8,43,NA,NA,NA
smog,TRUE,TRUE,503,345,848,77,8,77,0,0,8,0,0,NA,NA,7,1,4.907000000000004,0.875,1,13,14,NA,NA,NA
smoke,TRUE,TRUE,0,335,335,108,24,108,0,0,24,0,0,0.0498220640569395,0.05319148936170213,9,15,0.4460000000000011,0.375,0,21,21,NA,NA,NA
smoof,TRUE,TRUE,3356,4704,8060,861,32,159,0,702,17,0,15,0.19155092592592593,0.16407536125845984,17,0,8.389000000000001,1,105,163,268,7,NA,NA
smooth,TRUE,TRUE,3247,18063,21310,671,49,219,189,263,32,9,8,NA,NA,42,0,266.3500000000001,1,146,46,192,1,NA,NA
smoothAPC,TRUE,TRUE,0,867,867,197,12,59,0,138,7,0,5,0.6143187066974596,0.5412371134020618,8,0,873.899,1,48,4,52,NA,NA,NA
smoother,TRUE,TRUE,0,78,78,14,3,14,0,0,3,0,0,0.7741935483870968,0.7540983606557377,3,0,0.21899999999999822,1,4,2,6,3,NA,NA
SmoothHazard,TRUE,TRUE,4821,1661,6482,102,18,67,0,35,17,0,1,0.5363313609467456,0.5408930150309461,17,0,11.478000000000003,1,18,6,24,NA,3,3
smoothHR,TRUE,TRUE,0,945,945,56,6,56,0,0,6,0,0,0.6472772277227723,0.6602564102564102,6,0,8.790999999999997,1,3,5,8,NA,NA,NA
smoothie,TRUE,TRUE,0,208,208,57,5,57,0,0,5,0,0,0.8300970873786407,0.8152173913043478,5,0,0.4200000000000006,1,0,7,7,1,NA,NA
smoothmest,TRUE,TRUE,0,372,372,48,6,48,0,0,6,0,0,0.6754716981132076,0.6941580756013745,6,0,0.1940000000000017,1,0,31,31,2,NA,NA
smoothr,TRUE,TRUE,0,329,329,583,17,144,120,319,8,1,8,0.9751243781094527,0.9775784753363229,9,1,21.421000000000006,0.9,16,8,24,NA,6,18
smoothROCtime,TRUE,TRUE,0,281,281,36,3,36,0,0,3,0,0,0.7241379310344827,0.7241379310344827,3,0,19.368,1,3,2,5,NA,NA,NA
smoothSurv,TRUE,TRUE,7771,2462,10233,109,11,109,0,0,11,0,0,0.686342357012009,0.6942533387292594,11,0,6.695000000000008,1,11,20,31,1,NA,NA
smoothtail,TRUE,TRUE,0,138,138,56,5,56,0,0,5,0,0,0.847328244274809,0.8448275862068965,5,0,0.5299999999999992,1,0,9,9,NA,NA,NA
SmoothWin,TRUE,TRUE,0,831,831,172,3,172,0,0,3,0,0,0.7890625,0.8381240544629349,3,0,15.441,1,16,2,18,NA,NA,NA
smoots,TRUE,TRUE,0,791,791,89,5,89,0,0,5,0,0,0.5172955974842768,0.48444444444444446,5,0,155.39,1,8,5,13,NA,NA,NA
smotefamily,TRUE,TRUE,0,575,575,56,13,56,0,0,13,0,0,0.9601873536299766,0.9575645756457564,13,0,8.203999999999999,1,0,12,12,2,NA,NA
smovie,FALSE,FALSE,0,4306,4306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
smpic,TRUE,TRUE,0,87,87,76,5,32,16,28,2,1,2,0.8181818181818182,0.8604651162790699,4,0,10.482000000000001,1,0,2,2,NA,NA,NA
SMPracticals,TRUE,TRUE,0,611,611,387,80,387,0,0,80,0,0,0.829326923076923,0.8342342342342343,76,4,12.257000000000005,0.95,0,15,15,1,NA,NA
SMR,TRUE,TRUE,0,302,302,24,1,24,0,0,1,0,0,0.7277777777777777,0.6525096525096525,1,0,2.258,1,10,4,14,1,NA,NA
sms,TRUE,TRUE,0,237,237,113,13,113,0,0,13,0,0,0.8666666666666667,0.864406779661017,13,0,11.327,1,1,15,16,NA,NA,NA
smss,TRUE,TRUE,0,28,28,48,16,48,0,0,16,0,0,0,0,16,0,1.7380000000000002,1,2,0,2,NA,NA,NA
smurf,FALSE,FALSE,134,2685,2819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMUT,TRUE,TRUE,27,1491,1518,74,4,74,0,0,4,0,0,0.430668841761827,0.5766503000545554,4,0,8.320000000000002,1,0,5,5,NA,NA,NA
SMVar,TRUE,TRUE,0,167,167,21,5,21,0,0,5,0,0,0.8455284552845529,0.859504132231405,5,0,3.0069999999999997,1,0,2,2,NA,2,4
sn,TRUE,TRUE,0,5472,5472,334,36,334,0,0,36,0,0,0.7478050921861282,0.7415804534448602,36,0,23.379000000000005,1,58,73,131,26,NA,NA
sna,TRUE,TRUE,4489,8282,12771,669,115,669,0,0,115,0,0,0.523639698390055,0.5197603633201275,114,1,21.527999999999974,0.991304347826087,2,226,228,31,NA,NA
snahelper,TRUE,TRUE,0,1258,1258,5,1,5,0,0,1,0,0,0,0,1,0,0.196000000000001,1,7,4,11,NA,NA,NA
snakecase,TRUE,TRUE,0,778,778,1335,20,56,21,1258,2,2,16,1,1,5,0,15.302000000000001,1,14,13,27,6,NA,NA
SnakesAndLaddersAnalysis,TRUE,TRUE,0,110,110,27,7,27,0,0,7,0,0,0.9589041095890409,0.961038961038961,7,0,2.2049999999999996,1,0,7,7,NA,NA,NA
snappier,TRUE,TRUE,1741,16,1757,14,3,7,0,7,1,0,2,0.3498727735368956,0.3498727735368956,2,0,3.7809999999999997,1,0,4,4,NA,NA,NA
snapshot,TRUE,TRUE,0,193,193,5,5,5,0,0,5,0,0,0,0,5,0,0.3850000000000008,1,0,4,4,NA,NA,NA
snfa,TRUE,TRUE,0,383,383,129,7,129,0,0,7,0,0,0.8274509803921568,0.8033333333333332,7,0,10.311000000000002,1,4,7,11,NA,2,2
SNFtool,TRUE,TRUE,0,411,411,213,19,213,0,0,19,0,0,0.9307958477508652,0.9242424242424242,19,0,10.416000000000016,1,7,15,22,NA,1,1
snht,TRUE,TRUE,0,333,333,132,4,19,113,0,2,2,0,0.8473895582329317,0.8372093023255814,4,0,8.942,1,5,5,10,NA,2,16
snipEM,TRUE,TRUE,428,440,868,75,6,75,0,0,6,0,0,0.9194847020933977,0.9178082191780823,6,0,15.442,1,4,7,11,NA,NA,NA
snn,TRUE,TRUE,0,205,205,102,9,102,0,0,9,0,0,0.6428571428571429,0.6770833333333335,9,0,9.563999999999998,1,0,9,9,NA,NA,NA
snnR,TRUE,TRUE,190,1318,1508,59,4,59,0,0,4,0,0,0.5285252960172229,0.5454545454545454,4,0,79.55399999999999,1,16,12,28,NA,NA,NA
snow,TRUE,TRUE,0,978,978,5,5,5,0,0,5,0,0,0,0,5,0,0.24199999999999944,1,1,76,77,15,NA,NA
SnowballC,TRUE,TRUE,13390,10,13400,9,2,9,0,0,2,0,0,0.9427170868347339,0.9427170868347339,2,0,4.600000000000001,1,0,2,2,22,NA,NA
snowboot,TRUE,TRUE,55,589,644,47,11,47,0,0,11,0,0,0.7390300230946881,0.7692307692307694,11,0,33.023999999999994,1,20,10,30,NA,NA,NA
snowfall,TRUE,TRUE,0,1338,1338,4,5,4,0,0,4,1,0,0,0,5,0,0.026999999999999687,1,20,37,57,27,NA,NA
snowflakes,TRUE,TRUE,0,99,99,63,2,13,50,0,1,1,0,0.9324324324324325,0.9456521739130435,2,0,6.048,1,4,1,5,NA,NA,NA
snowFT,TRUE,TRUE,0,626,626,102,6,4,0,98,4,0,2,0.6122448979591837,0.6504065040650405,6,0,49.851,1,36,10,46,NA,NA,NA
snp.plotter,TRUE,TRUE,0,1405,1405,3,2,1,2,0,1,1,0,0,0,2,0,0.449999999999999,1,0,1,1,NA,NA,NA
snpar,TRUE,TRUE,0,583,583,43,7,43,0,0,7,0,0,0.8535980148883374,0.867237687366167,7,0,1.546000000000001,1,0,7,7,NA,NA,NA
SNPassoc,FALSE,FALSE,0,3609,3609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
snpEnrichment,FALSE,FALSE,0,2429,2429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SNPknock,TRUE,TRUE,1197,458,1655,323,17,90,59,174,9,2,6,0.9108527131782945,0.904716073147257,12,0,121.12100000000002,1,0,21,21,NA,9,84
snplist,FALSE,FALSE,34,144,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sNPLS,FALSE,FALSE,0,384,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SNPmaxsel,TRUE,TRUE,0,373,373,35,4,35,0,0,4,0,0,0.9123505976095617,0.914396887159533,4,0,2.5839999999999996,1,0,8,8,NA,NA,NA
SNPMClust,TRUE,TRUE,0,201,201,9,3,9,0,0,3,0,0,0.7976190476190478,0.7784431137724552,3,0,5.353000000000001,1,0,3,3,NA,NA,NA
snpReady,FALSE,FALSE,0,619,619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
snpStatsWriter,FALSE,FALSE,306,158,464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sns,TRUE,TRUE,0,534,534,178,6,11,167,0,5,1,0,0.7391304347826086,0.7323943661971832,6,0,33.131,1,10,7,17,1,1,1
SNscan,TRUE,TRUE,0,324,324,56,19,56,0,0,19,0,0,0.6832579185520362,0.6617647058823529,19,0,7.469999999999996,1,0,14,14,NA,NA,NA
SNSequate,TRUE,TRUE,0,2426,2426,190,23,171,0,19,21,0,2,0.5035377358490566,0.5641230523371954,22,0,7.7730000000000015,1,42,26,68,NA,NA,NA
SOAR,TRUE,TRUE,0,294,294,107,8,81,26,0,7,1,0,0.7,0.6964285714285714,8,0,5.813999999999999,1,6,17,23,NA,NA,NA
sobir,FALSE,FALSE,0,317,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sobolnp,TRUE,TRUE,0,227,227,45,4,29,0,16,3,0,1,0.9577464788732394,0.935,4,0,9.916,1,4,3,7,NA,NA,NA
SobolSequence,TRUE,TRUE,1946,35,1981,53,4,6,13,34,1,1,2,0.704119850187266,0.7063197026022305,3,0,3.5689999999999995,1,1,3,4,NA,NA,NA
soc.ca,TRUE,TRUE,0,1601,1601,167,34,167,0,0,34,0,0,0.7777777777777779,0.796943231441048,34,0,7.016000000000003,1,17,34,51,NA,NA,NA
socceR,TRUE,TRUE,79,27,106,22,4,22,0,0,4,0,0,0.9361702127659575,0.9347826086956522,4,0,1.3520000000000003,1,0,4,4,NA,NA,NA
social,TRUE,TRUE,255,83,338,37,6,37,0,0,6,0,0,0.9495412844036697,0.9478260869565217,6,0,1.3160000000000007,1,2,4,6,NA,NA,NA
socialmixr,TRUE,TRUE,0,968,968,262,20,27,20,215,12,1,7,0.7902350813743219,0.7606382978723404,14,0,23.225,1,6,13,19,NA,NA,NA
SocialNetworks,TRUE,TRUE,74,13,87,42,2,42,0,0,2,0,0,1,1,2,0,0.974,1,0,3,3,1,NA,NA
SocialPosition,TRUE,TRUE,0,3471,3471,97,8,97,0,0,8,0,0,1,1,8,0,1.9830000000000012,1,0,8,8,NA,NA,NA
sociome,TRUE,TRUE,0,899,899,1625,9,41,0,1584,3,0,6,0.4242424242424242,0.5582329317269076,NA,NA,NA,NA,25,3,28,NA,NA,NA
socviz,TRUE,TRUE,0,153,153,41,12,41,0,0,12,0,0,0.7613636363636364,0.7441860465116279,12,0,2.4539999999999984,1,0,12,12,NA,NA,NA
SoDA,TRUE,TRUE,1741,1115,2856,112,19,112,0,0,18,0,1,0.5138539042821159,0.4976708074534162,19,0,0.7510000000000032,1,29,44,73,1,NA,NA
sodavis,TRUE,TRUE,0,766,766,3,3,3,0,0,3,0,0,0,0,3,0,0.0359999999999996,1,16,6,22,NA,NA,NA
SODC,TRUE,TRUE,0,265,265,19,1,19,0,0,1,0,0,0.945273631840796,0.9506726457399103,1,0,4.183,1,0,13,13,NA,NA,NA
sodium,TRUE,TRUE,329,157,486,198,12,88,110,0,10,2,0,0.7703081232492999,0.7703081232492999,12,0,1.7180000000000069,1,2,27,29,5,27,60
sofa,TRUE,TRUE,0,684,684,434,45,31,6,397,31,1,13,0.15384615384615385,0.14588235294117646,33,0,1.714,1,31,41,72,NA,NA,NA
Sofi,TRUE,TRUE,0,122,122,55,7,55,0,0,7,0,0,0.8248175182481752,0.8173076923076923,7,0,1.501,1,1,11,12,NA,NA,NA
SOFIA,TRUE,TRUE,0,372,372,25,2,25,0,0,2,0,0,0.00964630225080386,0.006521739130434783,2,0,1.218,1,0,1,1,NA,NA,NA
softclassval,TRUE,TRUE,0,613,613,75,9,73,0,2,8,0,1,0.9432989690721649,0.9558232931726907,9,0,1.2910000000000013,1,6,28,34,NA,3,3
SoftClustering,TRUE,TRUE,0,434,434,26,11,26,0,0,11,0,0,0.8926380368098159,0.9137931034482759,11,0,4.028,1,8,8,16,NA,NA,NA
softImpute,TRUE,TRUE,59,913,972,211,11,151,60,0,10,1,0,0.8211586901763224,0.8329268292682925,11,0,9.815999999999994,1,28,17,45,3,NA,NA
softmaxreg,TRUE,TRUE,0,857,857,71,10,19,0,52,8,0,2,0.6683006535947712,0.6729475100942126,10,0,46.025,1,0,53,53,NA,NA,NA
SoftRandomForest,TRUE,TRUE,0,326,326,40,5,14,0,26,4,0,1,0.7120743034055728,0.7007299270072993,5,0,44.016,1,7,4,11,NA,11,53
SOIL,FALSE,FALSE,0,314,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soilassessment,FALSE,FALSE,0,2352,2352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soilcarbon,TRUE,TRUE,0,481,481,2,2,2,0,0,1,1,0,0.01293103448275862,0.007125890736342043,2,0,0.8580000000000042,1,0,12,12,NA,NA,NA
soilDB,TRUE,TRUE,0,4680,4680,1546,51,479,0,1067,32,0,19,0.11544011544011544,0.08101904980491163,33,0,178.656,1,37,107,144,NA,NA,NA
SoilHyP,TRUE,TRUE,0,1056,1056,90,7,54,0,36,5,0,2,0.4943109987357775,0.4917184265010352,5,0,2.6340000000000017,1,4,14,18,NA,11,62
soilphysics,FALSE,FALSE,0,1982,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SoilR,TRUE,TRUE,0,5645,5645,1699,77,1447,252,0,75,2,0,NA,NA,77,0,142.226,1,60,78,138,NA,NA,NA
soiltexture,TRUE,TRUE,0,4893,4893,1151,9,110,935,106,4,1,4,0.7674418604651163,0.7567835870284579,8,1,21.398000000000007,0.8888888888888888,4,55,59,1,NA,NA
soilwater,TRUE,TRUE,0,72,72,43,2,43,0,0,2,0,0,0.673469387755102,0.728813559322034,2,0,10.916,1,0,6,6,NA,NA,NA
Sojourn,FALSE,FALSE,0,1524,1524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sojourn.Data,TRUE,TRUE,0,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sokoban,TRUE,TRUE,0,328,328,2,1,2,0,0,1,0,0,0.0816326530612245,0.4092071611253197,1,0,0.774999999999999,1,0,1,1,NA,NA,NA
solaR,FALSE,FALSE,0,3176,3176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
solarius,TRUE,TRUE,0,3474,3474,76,16,76,0,0,16,0,0,NA,NA,16,0,8.490999999999996,1,71,47,118,NA,59,233
solarPos,TRUE,TRUE,0,575,575,7,2,7,0,0,2,0,0,1,1,2,0,0.44599999999999995,1,0,2,2,NA,NA,NA
solartime,TRUE,TRUE,0,259,259,166,8,46,0,120,6,0,2,0.9577464788732394,0.9473684210526315,7,0,1.7910000000000004,1,0,14,14,2,NA,NA
solitude,TRUE,TRUE,0,200,200,15,4,15,0,0,4,0,0,0.9555555555555556,0.9716312056737588,4,0,17.487000000000002,1,3,1,4,NA,NA,NA
SOLOMON,TRUE,TRUE,0,4356,4356,1,1,1,0,0,1,0,0,0,0,1,0,0.300999999999998,1,0,1,1,NA,NA,NA
solrad,TRUE,TRUE,0,156,156,129,23,87,0,42,21,0,2,1,1,22,0,2.689,1,0,20,20,NA,NA,NA
solrium,TRUE,TRUE,0,2174,2174,1043,88,58,0,985,58,1,29,0.025210084033613446,0.016046681254558718,63,0,1.6150000000000013,1,67,64,131,3,1,1
solvebio,TRUE,TRUE,0,1342,1342,170,95,92,0,78,92,0,3,0.007496251874062968,0.00501002004008016,93,0,1.0940000000000019,1,6,92,98,NA,NA,NA
SolveRationalMatrixEquation,TRUE,TRUE,0,56,56,13,4,6,7,0,3,1,0,0.9285714285714286,0.9454545454545454,4,0,0.45499999999999957,1,0,3,3,NA,NA,NA
som,TRUE,TRUE,3901,308,4209,14,3,14,0,0,3,0,0,0.7835497835497836,0.7834757834757835,3,0,3.177,1,10,8,18,8,NA,NA
som.nn,TRUE,TRUE,0,818,818,139,7,139,0,0,7,0,0,0.6458752515090543,0.6584967320261438,7,0,20.961,1,14,15,29,NA,NA,NA
soma,TRUE,TRUE,0,73,73,5,1,5,0,0,1,0,0,0.864406779661017,0.9058823529411765,1,0,0.352,1,1,1,2,NA,NA,NA
SOMbrero,TRUE,TRUE,0,2174,2174,365,22,51,189,125,12,5,5,0.7877697841726617,0.766685681688534,18,0,30.48499999999999,1,57,8,65,1,NA,NA
somebm,TRUE,TRUE,0,34,34,15,3,15,0,0,3,0,0,1,1,3,0,1.2020000000000004,1,0,3,3,NA,NA,NA
someKfwer,TRUE,TRUE,0,66,66,18,2,18,0,0,2,0,0,0.9491525423728814,0.9473684210526315,2,0,1.006,1,0,4,4,NA,NA,NA
someMTP,TRUE,TRUE,0,462,462,91,9,91,0,0,9,0,0,0.7320261437908496,0.7242424242424242,8,1,3.1639999999999944,0.8888888888888888,4,10,14,1,1,1
sommer,TRUE,TRUE,669,4089,4758,767,61,342,425,0,58,3,0,0.434430652995143,0.4134939759036145,60,3,63.193,0.9523809523809523,32,50,82,2,NA,NA
somplot,TRUE,TRUE,0,156,156,5,3,5,0,0,3,0,0,0.7241379310344827,0.7133333333333334,3,0,4.4719999999999995,1,0,3,3,NA,NA,NA
somspace,TRUE,TRUE,0,190,190,29,5,28,1,0,4,1,0,0.8818181818181818,0.8482758620689655,5,0,146.68,1,9,5,14,NA,NA,NA
sonar,TRUE,TRUE,0,421,421,153,76,153,0,0,76,0,0,0.9421221864951768,0.9619047619047619,76,0,0.511000000000002,1,0,81,81,NA,NA,NA
SongEvo,TRUE,TRUE,0,315,315,851,7,420,359,72,5,1,1,NA,NA,3,4,25.021,0.42857142857142855,2,5,7,NA,NA,NA
sonicLength,TRUE,TRUE,0,350,350,126,7,47,79,0,6,1,0,0.884,0.8838028169014085,7,0,15.453999999999999,1,7,12,19,NA,4,10
sonicscrewdriver,TRUE,TRUE,0,1210,1210,229,37,44,0,185,26,0,11,0.2891566265060241,0.28535031847133757,27,0,8.430000000000001,1,33,37,70,NA,NA,NA
sonify,TRUE,TRUE,0,121,121,2,1,2,0,0,1,0,0,0.6578947368421053,0.6931818181818182,1,0,0.574,1,1,1,2,NA,1,3
soobench,TRUE,TRUE,3803,960,4763,388,29,88,0,300,17,0,12,0.5482887156895967,0.5745003028467596,18,0,15.081,1,55,52,107,NA,13,13
SOPIE,TRUE,TRUE,0,582,582,39,10,39,0,0,10,0,0,0.9129129129129129,0.9348314606741573,10,0,6.671999999999999,1,4,4,8,NA,NA,NA
soptdmaeA,FALSE,FALSE,0,730,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soql,TRUE,TRUE,0,143,143,76,8,76,0,0,8,0,0,0.8271604938271605,0.8461538461538461,8,0,2.430999999999996,1,1,12,13,NA,NA,NA
SOR,TRUE,TRUE,0,1921,1921,77,1,77,0,0,1,0,0,0.336986301369863,0.33547557840616965,1,0,3.604,1,52,1,53,NA,1,2
SorptionAnalysis,TRUE,TRUE,0,60,60,16,8,16,0,0,8,0,0,1,1,8,0,3.2159999999999993,1,0,8,8,NA,NA,NA
sortable,TRUE,TRUE,0,516,516,364,19,65,82,217,7,3,9,0.937007874015748,0.9682997118155618,12,0,1.8930000000000007,1,26,12,38,NA,4,7
SortableHTMLTables,TRUE,TRUE,0,18,18,42,5,8,0,34,2,0,3,1,1,5,0,0.8380000000000009,1,0,1,1,NA,NA,NA
SortedEffects,FALSE,FALSE,0,1272,1272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sorvi,TRUE,TRUE,0,330,330,58,16,24,15,19,13,1,2,0.5344129554655871,0.549800796812749,16,0,10.413,1,1,12,13,NA,NA,NA
sos,TRUE,TRUE,0,1142,1142,224,16,158,66,0,15,1,0,0.7755395683453237,0.7377919320594479,15,1,255.663,0.9375,13,16,29,2,NA,NA
sotkanet,TRUE,TRUE,0,120,120,54,8,7,39,8,5,1,2,0.9113924050632911,0.9156626506024097,7,0,19.345000000000002,1,6,4,10,NA,NA,NA
sotu,TRUE,TRUE,0,22,22,4,1,4,0,0,1,0,0,1,1,1,0,0.611,1,0,1,1,NA,NA,NA
sound,TRUE,TRUE,0,671,671,29,29,29,0,0,29,0,0,0,0,29,0,0.23199999999999932,1,0,54,54,NA,NA,NA
soundcorrs,TRUE,TRUE,0,792,792,361,48,230,131,0,47,1,0,0.9406392694063926,0.9612590799031477,48,0,6.250999999999994,1,33,28,61,NA,NA,NA
soundecology,TRUE,TRUE,0,1350,1350,42,11,31,11,0,9,2,0,0.26874391431353456,0.36515151515151517,11,0,9.639,1,0,8,8,NA,NA,NA
SoundexBR,TRUE,TRUE,339,92,431,23,3,23,0,0,3,0,0,0.49800796812749004,0.48412698412698413,3,0,0.5599999999999996,1,2,6,8,NA,1,1
soundgen,TRUE,TRUE,0,9487,9487,1536,108,826,710,0,106,2,0,0.768249780123131,0.7755163576059099,108,0,114.21399999999998,1,89,53,142,NA,NA,NA
SOUP,TRUE,TRUE,0,1946,1946,41,7,41,0,0,7,0,0,0.25660377358490566,0.26130268199233714,7,0,1.0319999999999996,1,16,12,28,NA,NA,NA
source.gist,TRUE,TRUE,0,12,12,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,1,1,NA,NA,NA
sourceR,FALSE,FALSE,0,1981,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SourceSet,FALSE,FALSE,0,999,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sourcetools,TRUE,TRUE,173,37,210,155,5,2,0,153,1,0,4,0.8549488054607508,0.8534923339011925,2,0,1.381,1,2,7,9,1,NA,NA
SoyNAM,TRUE,TRUE,0,105,105,6,2,6,0,0,2,0,0,0.7314814814814815,0.6818181818181818,2,0,10.551,1,0,2,2,NA,NA,NA
sp,TRUE,TRUE,1095,6041,7136,1934,69,846,595,493,54,3,12,0.6686991869918699,0.6937689969604864,63,6,19.244000000000018,0.9130434782608695,223,165,388,429,27,52
sp23design,TRUE,TRUE,0,603,603,129,10,129,0,0,10,0,0,0.36939313984168864,0.4077669902912621,10,0,0.9619999999999995,1,11,8,19,NA,NA,NA
spaa,TRUE,TRUE,0,736,736,162,25,162,0,0,25,0,0,0.860655737704918,0.8618042226487524,25,0,5.675999999999999,1,0,21,21,NA,NA,NA
SpaCCr,TRUE,TRUE,82,441,523,256,15,224,0,32,13,0,2,0.6482758620689654,0.6412776412776412,14,0,32.090000000000025,1,1,14,15,NA,NA,NA
space,TRUE,TRUE,629,229,858,48,2,48,0,0,2,0,0,0.8640939597315436,0.8697068403908795,2,0,31.033,1,8,2,10,NA,NA,NA
spaceNet,TRUE,TRUE,0,1261,1261,15,4,15,0,0,4,0,0,0.6411192214111923,0.6654411764705883,4,0,6.281999999999999,1,18,3,21,NA,NA,NA
spacesRGB,TRUE,TRUE,0,3427,3427,606,17,60,27,519,12,1,4,0.6210664335664335,0.6500588466065124,16,1,2.3650000000000033,0.9411764705882353,112,40,152,1,NA,NA
spacesXYZ,TRUE,TRUE,0,1324,1324,600,18,57,108,435,12,2,4,0.6260593220338984,0.5983175604626709,18,0,4.490000000000002,1,30,25,55,2,NA,NA
spacetime,TRUE,TRUE,0,2230,2230,1078,28,326,397,355,16,5,7,0.6526032315978456,0.704653937947494,27,1,75.17599999999997,0.9642857142857143,126,21,147,14,26,33
spacey,TRUE,TRUE,0,660,660,314,19,39,22,253,12,1,6,0.6016949152542372,0.4670781893004115,13,1,10.399000000000003,0.9285714285714286,0,12,12,NA,8,13
spacodiR,TRUE,TRUE,408,1156,1564,197,21,197,0,0,21,0,0,0.858480749219563,0.8787618228718831,21,0,6.356000000000002,1,3,29,32,1,NA,NA
spacyr,TRUE,TRUE,0,1427,1427,1043,20,62,0,981,9,1,10,0.02699530516431925,0.032411820781696854,4,8,1.0920000000000016,0.3333333333333333,36,27,63,NA,NA,NA
SPADAR,TRUE,TRUE,0,651,651,36,4,36,0,0,4,0,0,0.7981651376146789,0.8166383701188455,4,0,12.238000000000001,1,11,3,14,NA,NA,NA
spAddins,TRUE,TRUE,0,264,264,6,3,4,2,0,2,1,0,0.009615384615384616,0.02112676056338028,3,0,0.4019999999999997,1,1,59,60,NA,NA,NA
SpadeR,TRUE,TRUE,0,8759,8759,16,6,16,0,0,6,0,0,0.2912650602409639,0.33857162901641646,6,0,4.5429999999999975,1,156,6,162,NA,NA,NA
SpaDES,TRUE,TRUE,0,36,36,1,1,0,1,0,0,1,0,1,1,1,0,0.266000000000002,1,2,0,2,NA,NA,NA
SpaDES.addins,TRUE,TRUE,0,77,77,22,3,0,0,22,0,1,2,0,0,2,0,1.7990000000000013,1,3,0,3,1,NA,NA
SpaDES.core,TRUE,TRUE,0,8435,8435,3844,65,295,156,3393,34,4,27,NA,NA,38,1,50.87400000000004,0.9743589743589743,93,162,255,2,1,1
SpaDES.tools,TRUE,TRUE,148,2998,3146,3203,31,722,0,2481,19,0,12,0.7584442169907881,0.7726088574618534,19,1,65.30000000000001,0.95,25,33,58,1,1,1
spaero,TRUE,TRUE,0,275,275,517,5,30,0,487,2,0,3,0.8544303797468354,0.8291457286432161,3,0,15.378,1,6,2,8,NA,NA,NA
