package,installed,loadable,version,title,size,package_native_code,package_r_code,package_code,runnable_code,runnable_files,runnable_code_examples,runnable_code_vignettes,runnable_code_tests,runnable_files_examples,runnable_files_vignettes,runnable_files_tests,coverage_expr,coverage_line,funs_with_coverage,runnable_success,runnable_error,runnable_time,runnable_rate,funs_public,funs_private,funs_s3_dispatch,funs_s3_method,funs,funs_s3,s3_classes,revdeps,revdeps_runnable_code,revdep_coverage_expr,revdep_coverage_line,revdep_coverage_runs,funs_with_assert,asserts,uses_roxygen
plyr,TRUE,TRUE,1.8.6,"Tools for Splitting, Applying and Combining Data",659170,56,1576,1632,2165,85,363,0,1802,53,0,32,0.8960302457466919,0.893491124260355,129,54,0,17.18099999999999,1,75,67,5,32,142,37,0,533,229819,77.4102079395085,76.5262252794497,525,11,12,TRUE
poLCA,TRUE,TRUE,1.4.1,Polytomous variable Latent Class Analysis,465745,137,706,843,163,13,163,0,0,13,0,0,0.8363338788870703,0.8309636650868878,19,13,0,14.729999999999992,1,8,15,0,4,23,4,0,5,1107,68.41243862520459,69.98420221169036,5,NA,NA,FALSE
polyclip,TRUE,TRUE,1.10-0,Polygon Clipping,382160,4746,223,4969,74,6,74,0,0,6,0,0,0.6624431448992852,0.6643902439024391,15,6,0,1.359,1,6,9,0,0,15,0,0,5,16145,44.76933073424301,44.8130081300813,4,NA,NA,FALSE
polycor,TRUE,TRUE,0.7-10,Polychoric and Polyserial Correlations,41570,0,420,420,67,4,67,0,0,4,0,0,0.7868852459016393,0.8028169014084507,9,4,0,4.372,1,3,7,1,5,10,6,0,8,4609,12.131147540983607,11.267605633802818,7,NA,NA,FALSE
polynom,TRUE,TRUE,1.4-0,"A Collection of Functions to Implement a Class for Univariate
Polynomial Manipulations",572647,0,459,459,130,17,86,44,0,16,1,0,0.8544891640866872,0.8477611940298507,45,17,0,1.3150000000000002,1,16,35,9,29,51,38,0,23,10146,50.464396284829725,50.74626865671642,23,NA,NA,FALSE
ppcor,TRUE,TRUE,1.1,Partial and Semi-Partial (Part) Correlation,16144,0,82,82,56,5,56,0,0,5,0,0,0.8571428571428571,0.8918918918918919,4,5,0,0.8120000000000015,1,4,0,0,0,4,0,0,7,742,76.78571428571429,81.42857142857143,7,2,2,FALSE
prettyunits,TRUE,TRUE,1.1.1,"Pretty, Human Readable Formatting of Quantities",47677,0,221,221,295,10,70,0,225,6,0,4,0.6865671641791045,0.6727272727272726,13,7,0,2.128,1,7,8,0,0,15,0,0,10,18779,56.71641791044776,56.074766355140184,10,5,5,TRUE
pROC,TRUE,TRUE,1.16.1,Display and Analyze ROC Curves,1288234,188,4935,5123,6245,53,415,0,5830,25,0,28,0.7145066501701206,0.7315803176256184,188,26,0,78.861,1,21,227,30,110,248,140,0,27,21987,20.909372100216515,23.364978902953588,26,NA,NA,FALSE
processx,TRUE,TRUE,3.4.2,Execute and Control System Processes,614946,5673,1927,7600,2455,33,50,0,2405,3,0,30,0.6670797191243288,0.6765367316341829,143,4,0,58.407,1,22,137,7,14,159,21,0,22,23993,63.61007847996696,63.50226928895613,22,16,25,TRUE
prodlim,TRUE,TRUE,2019.11.13,Product-Limit Estimation for Censored Event History Analysis,485053,1415,4126,5541,897,34,643,0,254,31,0,3,0.7244047619047619,0.7340216322517208,62,30,1,8.258999999999997,0.967741935483871,36,47,5,15,83,20,0,14,7050,31.785714285714285,33.099121706398996,14,14,33,TRUE
promises,TRUE,TRUE,1.1.0,Abstractions for Promise-Based Asynchronous Programming,5400430,66,667,733,602,15,50,0,552,6,1,8,0.7264437689969605,0.7834645669291339,46,14,0,218.82799999999995,1,19,33,1,5,52,6,0,7,12615,39.209726443769,45.51282051282051,7,NA,NA,TRUE
proxy,TRUE,TRUE,0.4-23,Distance and Similarity Measures,336523,1245,1646,2891,273,9,53,11,209,3,1,5,0.7610020311442114,0.7911908646003263,80,9,0,7.339000000000001,1,13,89,0,21,102,21,0,26,11516,38.862559241706165,37.772675086107924,26,NA,NA,FALSE
pryr,TRUE,TRUE,0.1.4,Tools for Computing on the Language,151559,813,766,1579,487,46,273,0,214,38,0,8,0.6550561797752809,0.6472564389697648,71,39,0,8.025000000000002,1,59,44,0,5,103,5,0,22,21002,23.146067415730336,22.372881355932204,22,13,13,TRUE
pspline,TRUE,TRUE,1.0-18,Penalized Smoothing Splines,79958,1026,33,1059,14,2,14,0,0,2,0,0,0.7142857142857143,0.7121034077555817,6,2,0,1.052,1,2,4,0,4,6,4,0,8,6523,74.59016393442623,74.38307873090481,7,NA,NA,FALSE
purrr,TRUE,TRUE,0.3.3,Functional Programming Tools,756363,1080,2325,3405,2754,82,580,0,2174,40,1,41,0.9249299719887955,0.9333015721772271,242,42,0,14.110999999999999,1,145,137,7,32,282,39,0,539,435008,59.719887955182074,57.932692307692314,535,14,15,TRUE
qdapRegex,TRUE,TRUE,0.7.2,"Regular Expression Removal, Extraction, and Replacement Tools",507894,0,863,863,1615,98,482,0,1133,45,0,53,0.9107142857142857,0.9166666666666665,58,46,0,3.766000000000003,1,122,23,0,4,145,4,0,5,3205,17.857142857142858,15.328467153284672,5,3,3,TRUE
quadprog,TRUE,TRUE,1.5-8,Functions to Solve Quadratic Programming Problems,149941,728,94,822,105,6,15,0,90,2,0,4,0.7871674491392802,0.7970149253731342,3,6,0,0.8560000000000021,1,2,0,0,0,2,0,0,85,28709,92.64475743348983,92.98507462686567,84,NA,NA,FALSE
quantreg,TRUE,TRUE,5.54,Quantile Regression,2485850,7197,6477,13674,591,41,486,0,105,35,2,4,0.7196517412935325,0.7260845070422535,86,41,0,18.43299999999999,1,133,2,6,69,135,75,0,69,25788,48.08457711442786,47.259810554803785,64,4,9,FALSE
R.cache,TRUE,TRUE,0.14.0,"Fast and Light-Weight Caching (Memoization) of Objects and
Results to Speed Up Computations",125132,0,550,550,266,20,61,0,205,5,0,15,0.6864608076009501,0.7089715536105032,23,17,3,19.751999999999992,0.85,12,30,14,15,42,29,0,9,18136,37.76722090261283,38.17330210772833,9,NA,NA,FALSE
R.matlab,TRUE,TRUE,3.6.2,Read and Write MAT Files and Call MATLAB from Within R,399007,0,2083,2083,513,10,30,0,483,4,0,6,0.7861271676300577,0.8887772194304857,24,9,1,13.369999999999997,0.9,20,14,11,18,34,29,0,8,3190,51.38086062941555,58.56634468734113,8,NA,NA,FALSE
R.methodsS3,TRUE,TRUE,1.8.0,S3 Methods Simplified,98898,0,528,528,196,12,45,0,151,3,0,9,0.7941952506596306,0.8058252427184466,23,12,0,2.9500000000000037,1,12,22,12,12,34,24,0,19,10682,57.78364116094987,57.98969072164949,18,1,1,FALSE
R6,TRUE,TRUE,2.4.1,Encapsulated Classes with Reference Semantics,164324,0,709,709,2565,14,195,0,2370,2,0,12,0.8181818181818182,0.8102189781021898,10,3,0,10.175,1,3,10,0,6,13,6,0,250,301359,87.27272727272727,87.31343283582089,246,NA,NA,TRUE
randomForest,TRUE,TRUE,4.6-14,"Breiman and Cutler's Random Forests for Classification and
Regression",281170,2144,1532,3676,165,20,165,0,0,20,0,0,0.8087719298245614,0.815055406954528,36,19,1,9.521,0.95,18,22,8,16,40,24,0,65,13547,74.12280701754386,75.69843092231152,64,NA,NA,FALSE
randtoolbox,TRUE,TRUE,1.30.1,"Toolbox for Pseudo and Quasi Random Number Generation and Random
Generator Tests",3666365,10701,1584,12285,687,29,163,208,316,14,2,13,0.7838270616493195,0.8019765739385066,37,NA,NA,NA,NA,31,11,0,0,42,0,0,27,7931,17.133706965572458,16.308376575240917,26,4,7,FALSE
rARPACK,TRUE,TRUE,0.11-0,Solvers for Large Scale Eigenvalue and SVD Problems,41104,0,7,7,37,2,37,0,0,2,0,0,1,1,3,2,0,4.524,1,3,0,0,0,3,0,0,15,1494,100,100,15,NA,NA,FALSE
rcdd,TRUE,TRUE,1.2-2,Computational Geometry,1725896,19046,554,19600,729,32,106,121,502,10,1,21,0.6826586706646677,0.6828171828171828,32,29,3,14.998,0.90625,34,1,0,0,35,0,0,8,5143,56.21189405297351,56.24375624375625,7,6,34,FALSE
RcppEigen,TRUE,TRUE,0.3.3.7.0,"'Rcpp' Integration for the 'Eigen' Templated Linear Algebra
Library",8162689,327,187,514,27,4,18,3,6,2,1,1,0.7792329279700655,0.7744779582366589,7,4,0,101.27499999999999,1,3,12,1,6,15,7,0,7,1466,60.87464920486436,60.675990675990676,7,1,1,FALSE
readbitmap,TRUE,TRUE,0.1.5,"Simple Unified Interface to Read Bitmap Images
(BMP,JPEG,PNG,TIFF)",42491,0,39,39,113,5,12,0,101,2,0,3,0.7333333333333333,0.7096774193548387,2,3,0,2.0700000000000003,1,2,0,0,0,2,0,0,5,2579,66.66666666666666,63.33333333333333,5,NA,NA,TRUE
readODS,TRUE,TRUE,1.6.7,Read and Write ODS Files,483722,0,246,246,99,7,0,0,99,0,0,7,0.9012345679012346,0.9041916167664671,18,1,0,2.724,1,6,13,0,0,19,0,0,8,2650,65.4320987654321,66.46706586826348,8,NA,NA,TRUE
readr,TRUE,TRUE,1.3.1,Read Rectangular Text Data,996723,6122,1831,7953,2626,70,263,81,2282,36,2,32,0.838678793681187,0.8506951871657755,167,40,0,6.135000000000002,1,104,112,6,15,216,21,1,237,131302,54.78697941598851,56.66016894087069,233,NA,NA,TRUE
readxl,TRUE,TRUE,1.3.1,Read Excel Files,4830645,8070,354,8424,1531,30,73,63,1395,5,2,23,0.6810176125244618,0.6843367714080115,26,6,2,5.883,0.75,9,26,0,0,35,0,0,74,35534,62.548923679060664,62.77284720556489,70,1,1,TRUE
recipes,TRUE,TRUE,0.1.9,Preprocessing Tools to Create Design Matrices,2933725,0,9847,9847,8847,196,1428,323,7096,93,6,97,0.8738765727980826,0.9124245038826575,623,98,2,126.47100000000006,0.98,144,540,7,247,684,254,0,9,9672,26.213301378070703,25.80227370844726,9,2,5,TRUE
rematch2,TRUE,TRUE,2.1.0,Tidy Output from Regular Expression Matching,71054,0,238,238,509,12,45,0,464,4,0,8,0.9926470588235294,0.9951219512195122,11,5,0,1.4780000000000006,1,8,3,0,2,11,2,0,10,15720,14.705882352941178,11.881188118811881,10,5,5,TRUE
rentrez,TRUE,TRUE,1.2.2,'Entrez' in R,359114,0,596,596,547,30,56,94,397,13,1,16,0.6514285714285716,0.6634615384615384,50,15,0,49.486000000000004,1,16,49,3,16,65,19,0,6,5383,32.857142857142854,35.09615384615385,6,NA,NA,TRUE
reshape,TRUE,TRUE,0.8.8,Flexibly Reshape Data,121472,0,597,597,158,15,158,0,0,15,0,0,0.6752688172043011,0.6741573033707866,36,15,0,4.176999999999999,1,67,0,5,21,67,26,0,59,23707,57.204301075268816,57.65765765765766,58,NA,NA,FALSE
reshape2,TRUE,TRUE,1.4.3,Flexibly Reshape Data: A Reboot of the Reshape Package,106369,273,318,591,420,11,70,0,350,7,0,4,0.7955182072829132,0.8078947368421052,23,8,0,3.267,1,6,19,1,6,25,7,0,335,133117,78.43137254901961,79.36507936507937,324,1,1,TRUE
rex,TRUE,TRUE,1.1.2,Friendly Regular Expressions,359138,0,386,386,935,21,39,108,788,5,2,14,0.7516339869281046,0.7845303867403315,41,7,1,1.9129999999999991,0.875,15,63,3,14,78,17,0,6,18434,50.98039215686274,50.931677018633536,5,NA,NA,TRUE
Rfit,TRUE,TRUE,0.24.2,Rank-Based Estimation for Linear Models,173956,198,633,831,132,27,124,0,8,25,0,2,0.6841216216216216,0.683641975308642,29,26,0,9.005999999999997,1,37,0,1,11,37,12,0,6,1941,47.12837837837838,48.367029548989116,6,NA,NA,FALSE
rgdal,TRUE,TRUE,1.4-8,Bindings for the 'Geospatial' Data Abstraction Library,3089248,4647,2793,7440,896,27,684,25,187,22,1,4,0.7052124397722295,0.711608222490931,90,27,0,36.357,1,67,41,0,6,108,6,0,158,58194,61.19141480508104,60.19516161821509,153,19,63,FALSE
rgeos,TRUE,TRUE,0.5-2,Interface to Geometry Engine - Open Source ('GEOS'),1349381,3058,2145,5203,1449,57,908,0,541,45,0,12,0.6993446204259968,0.7045698924731183,99,47,0,8.099999999999996,1,115,37,0,0,152,0,0,107,60250,55.40688148552704,55.2071973827699,105,36,81,FALSE
Rglpk,TRUE,TRUE,0.6-4,R/GNU Linear Programming Kit Interface,90266,445,433,878,73,3,40,0,33,2,0,1,0.7477876106194691,0.7920133111480865,17,3,0,0.8869999999999988,1,2,19,1,1,21,2,0,24,8461,37.610619469026545,37.919463087248324,22,NA,NA,FALSE
rio,TRUE,TRUE,0.5.16,A Swiss-Army Knife for Data I/O,2232698,0,1280,1280,802,51,90,0,712,7,0,44,0.7780859916782247,0.8067129629629629,84,8,0,36.80599999999999,1,12,88,4,70,100,74,0,7,466,9.70873786407767,16.608594657375146,7,NA,NA,TRUE
rlist,TRUE,TRUE,0.4.6.1,A Toolbox for Non-Tabular Data Manipulation,230696,0,891,891,1164,77,381,0,783,60,0,17,0.9411764705882352,0.9410801963993454,115,61,0,13.769999999999992,1,61,67,1,15,128,16,0,27,14184,25.98039215686275,26.186579378068743,25,NA,NA,TRUE
Rmpfr,TRUE,TRUE,0.8-1,R MPFR - Multiple Precision Floating-Point Reliable,2185677,2066,3245,5311,2115,48,651,293,1171,36,3,9,0.8486819582334817,0.8577692518498219,166,48,0,320.0160000000001,1,102,70,3,29,172,32,0,24,17090,36.802464909277646,36.04551920341394,23,27,34,FALSE
roxygen2,TRUE,TRUE,7.0.2,In-Line Documentation for R,985294,423,4394,4817,3564,87,36,154,3374,7,5,75,0.9120835006021679,0.9139573070607553,466,14,0,49.67300000000002,1,50,468,18,186,518,204,0,17,8744,33.76154154957848,31.80921052631579,16,26,40,TRUE
rpart,TRUE,TRUE,4.1-15,Recursive Partitioning and Regression Trees,1892460,2900,1681,4581,793,36,107,293,393,21,2,13,0.8471035137701804,0.8444121915820029,35,36,0,5.292000000000003,1,14,27,3,11,41,14,0,77,28813,83.82399493510604,83.0138602182247,77,NA,NA,FALSE
rprojroot,TRUE,TRUE,1.3-2,Finding Files in Project Subdirectories,211290,0,290,290,369,14,10,41,318,5,1,8,0.7103448275862069,0.7759562841530054,25,6,1,9.828999999999999,0.8571428571428571,19,16,1,7,35,8,0,22,35270,44.13793103448276,50.56179775280899,22,2,2,TRUE
rrcov,TRUE,TRUE,1.5-2,Scalable Robust Estimators with High Breakdown Point,2807704,1859,6968,8827,2008,108,761,169,1078,97,1,10,0.7617549668874172,0.7744662559105889,170,108,0,38.423000000000016,1,67,116,13,28,183,41,0,18,4148,47.66556291390728,48.481273960483634,18,NA,NA,FALSE
rsample,TRUE,TRUE,0.0.5,General Resampling Infrastructure,1450089,0,1330,1330,1709,45,271,84,1354,23,2,20,0.8732824427480916,0.8878600823045268,105,26,0,53.769,1,33,82,9,40,115,49,0,5,3148,28.091603053435115,26.954732510288064,5,3,6,TRUE
rsdmx,TRUE,TRUE,0.5-13,Tools for Reading SDMX Data and Metadata,3820069,0,4409,4409,1439,35,80,0,1359,10,1,24,0.696969696969697,0.7479902132121636,78,11,1,60.013000000000005,0.9166666666666666,56,35,0,14,91,14,0,5,6945,42.32804232804233,40.620272314674736,5,NA,NA,FALSE
rsm,TRUE,TRUE,2.1,Response-Surface Analysis,1965226,0,1768,1768,142,13,97,45,0,12,1,0,0.7035950110051359,0.7157360406091371,47,13,0,5.7909999999999995,1,39,20,3,12,59,15,0,5,1088,38.35920177383592,38.88470233609646,5,NA,NA,FALSE
rstantools,TRUE,TRUE,2.0.0,Tools for Developing R Packages Interfacing with 'Stan',345278,0,683,683,566,19,17,57,492,7,1,11,0.8051575931232091,0.7874015748031497,48,9,0,91.102,1,18,38,14,6,56,20,0,27,25038,8.30945558739255,5.905511811023622,23,2,2,TRUE
rsvg,TRUE,TRUE,1.3,"Render SVG Images into PDF, PNG, PostScript, or Bitmap Arrays",21572,138,57,195,16,2,15,0,1,1,0,1,0.8307692307692308,0.8244274809160305,9,1,1,0.00600000000000023,0.5,7,2,0,0,9,0,0,5,643,57.692307692307686,57.25190839694656,5,3,5,TRUE
rTensor,TRUE,TRUE,1.4,Tools for Tensor Analysis and Decomposition,3577156,0,732,732,174,38,174,0,0,38,0,0,0.8260038240917783,0.8324697754749567,36,38,0,7.357999999999986,1,37,8,0,0,45,0,0,7,1732,45.69789674952199,47.183098591549296,7,11,15,TRUE
rtf,TRUE,TRUE,0.4-14,Rich Text Format (RTF) Output,515529,0,644,644,162,9,23,54,85,7,1,1,0.7580299785867237,0.7796327212020033,44,9,0,13.657999999999998,1,39,29,18,18,68,36,0,5,345,0,0,5,NA,NA,FALSE
Rtsne,TRUE,TRUE,0.15,"T-Distributed Stochastic Neighbor Embedding using a Barnes-Hut
Implementation",177211,1350,125,1475,191,5,23,0,168,2,0,3,0.9057239057239057,0.9038901601830663,10,3,0,15.207,1,3,9,1,3,12,4,0,10,1823,80.24691358024691,80.09153318077803,10,NA,NA,TRUE
sampling,TRUE,TRUE,2.8,Survey Sampling,1308892,9,2385,2394,965,61,704,261,0,58,3,0,0.7649158592554819,0.7478216299333675,63,61,0,23.025000000000002,1,62,0,0,0,62,0,0,11,1406,14.409810935104753,13.65062761506276,10,1,1,FALSE
scales,TRUE,TRUE,1.1.0,Scale Functions for Visualization,741011,0,1803,1803,1496,92,362,0,1134,59,0,33,0.8842482100238663,0.9080301990391216,156,60,0,6.0480000000000125,1,124,69,5,22,193,27,0,264,180840,58.233890214797135,56.936416184971094,260,3,5,TRUE
selectr,TRUE,TRUE,0.4-2,Translate CSS Selectors to XPath Expressions,213803,0,1687,1687,1710,23,55,0,1655,2,0,21,1,1,98,3,0,4.949,1,5,41,4,4,46,8,0,5,2259,34.90701001430615,32.379394930498776,5,1,4,FALSE
sessioninfo,TRUE,TRUE,1.1.1,R Session Information,85379,0,340,340,341,12,8,0,333,3,0,9,0.8486486486486488,0.8814229249011858,30,4,0,7.771000000000001,1,4,29,0,6,33,6,0,5,2997,38.91891891891892,33.46613545816733,5,NA,NA,TRUE
sets,TRUE,TRUE,1.0-18,"Sets, Generalized Sets, Customizable Sets and Intervals",1080476,421,4582,5003,512,17,332,180,0,16,1,0,0.6627268889826933,0.6243773806035746,302,17,0,8.386000000000005,1,226,280,15,193,506,208,0,12,3689,33.980582524271846,32.235084594835264,12,NA,NA,FALSE
settings,TRUE,TRUE,0.2.4,Software Option Settings Manager for R,109235,0,106,106,164,5,28,89,47,2,1,2,0.8571428571428571,0.8735632183908046,10,4,0,1.507,1,10,2,0,0,12,0,0,5,2192,63.63636363636363,57.831325301204814,5,1,1,FALSE
sf,TRUE,TRUE,0.8-1,Simple Features for R,29229477,5724,6515,12239,5813,106,856,448,4509,50,6,50,0.9474615248540598,0.9539989545216937,574,74,4,42.624,0.9487179487179487,126,615,80,311,741,391,11,135,59920,71.46647797629578,72.0343461030383,130,65,82,TRUE
sfsmisc,TRUE,TRUE,1.1-5,Utilities from 'Seminar fuer Statistik' ETH Zurich,496890,0,3173,3173,1110,97,982,0,128,92,0,5,0.7225994180407372,0.7073170731707318,117,97,0,33.332,1,126,24,1,9,150,10,0,25,12062,14.354995150339475,14.949324324324326,24,19,21,FALSE
shape,TRUE,TRUE,1.4.4,"Functions for Plotting Graphical Shapes, Colors",1504599,0,598,598,740,24,347,393,0,23,1,0,0.923076923076923,0.9263157894736842,25,24,0,6.144999999999998,1,25,1,0,0,26,0,0,24,13519,70.62937062937063,71.36842105263158,23,NA,NA,FALSE
shinyWidgets,TRUE,TRUE,0.5.1,Custom Inputs Widgets for Shiny,3374909,0,3769,3769,5188,120,3880,0,1308,84,0,36,0.7469879518072289,0.8333900034002039,100,85,0,15.047999999999965,1,102,43,0,0,145,0,0,27,7911,21.872103799814642,18.673050615595074,25,5,9,TRUE
signal,TRUE,TRUE,0.7-6,Signal Processing,2240063,469,1486,1955,856,42,317,0,539,40,0,2,0.7990230286113049,0.7984031936127746,108,42,0,2.8190000000000044,1,61,71,17,62,132,79,0,40,14904,33.77622377622377,34.41295546558704,40,NA,NA,FALSE
sjlabelled,TRUE,TRUE,1.1.3,Labelled Data Utility Functions,657044,0,1568,1568,787,28,536,234,17,23,3,2,0.696039603960396,0.7237185056472633,79,27,0,27.190000000000015,1,42,70,11,27,112,38,0,10,7368,50.79207920792079,51.52329749103942,10,NA,NA,TRUE
SKAT,TRUE,TRUE,1.3.2.1,SNP-Set (Sequence) Kernel Association Test,2261497,3716,5424,9140,236,12,103,133,0,11,1,0,0.6541118421052632,0.6897269180754226,169,11,1,18.723000000000003,0.9166666666666666,38,182,0,0,220,0,0,11,826,11.398026315789474,12.06503137478608,11,3,4,FALSE
slam,TRUE,TRUE,0.1-47,Sparse Lightweight Arrays and Matrices,246521,1439,2136,3575,751,28,74,0,677,9,0,19,0.7720888083371092,0.7829565217391304,74,28,0,1.3520000000000014,1,33,81,7,74,114,81,0,36,7924,46.941549614861806,46.75828047921071,36,NA,NA,FALSE
sn,TRUE,TRUE,1.5-5,The Skew-Normal and Related Distributions Such as the Skew-t,1067383,0,5472,5472,334,36,334,0,0,36,0,0,0.7478050921861282,0.7415804534448602,119,36,0,23.379000000000005,1,73,58,0,14,131,14,0,26,3785,19.073748902546093,17.828773168578994,25,NA,NA,FALSE
snakecase,TRUE,TRUE,0.11.0,Convert Strings into any Case,765122,0,778,778,1335,20,56,21,1258,2,2,16,1,1,27,5,0,15.302000000000001,1,13,14,0,0,27,0,0,6,4571,53.64963503649635,42.173112338858196,6,NA,NA,TRUE
SnowballC,TRUE,TRUE,0.6.0,Snowball Stemmers Based on the C 'libstemmer' UTF-8 Library,3539666,13390,10,13400,9,2,9,0,0,2,0,0,0.9427170868347339,0.9427170868347339,3,2,0,4.600000000000001,1,2,0,0,0,2,0,0,22,19102,31.288515406162464,31.288515406162464,21,NA,NA,FALSE
sodium,TRUE,TRUE,1.1,A Modern and Easy-to-Use Crypto Library,2843337,329,157,486,198,12,88,110,0,10,2,0,0.7703081232492999,0.7703081232492999,28,12,0,1.7180000000000069,1,27,2,0,0,29,0,0,5,2468,40.896358543417364,40.896358543417364,5,27,60,TRUE
som,TRUE,TRUE,0.3-5.1,Self-Organizing Map,360708,3901,308,4209,14,3,14,0,0,3,0,0,0.7835497835497836,0.7834757834757835,13,3,0,3.177,1,8,10,0,2,18,2,0,8,1099,61.18326118326118,62.06896551724138,8,NA,NA,FALSE
sp,TRUE,TRUE,1.4-1,Classes and Methods for Spatial Data,2848463,1095,6041,7136,1934,69,846,595,493,54,3,12,0.6686991869918699,0.6937689969604864,283,63,6,19.244000000000018,0.9130434782608695,165,223,0,115,388,115,5,429,206200,67.14939024390245,67.89079023264757,419,27,52,FALSE
spacetime,TRUE,TRUE,1.2-3,Classes and Methods for Spatio-Temporal Data,5908558,0,2230,2230,1078,28,326,397,355,16,5,7,0.6526032315978456,0.704653937947494,96,27,1,75.17599999999997,0.9642857142857143,21,126,3,63,147,66,4,14,4688,30.07181328545781,34.910878918254454,13,26,33,FALSE
spam,TRUE,TRUE,2.5-1,SPArse Matrix,4397289,7965,5538,13503,2460,96,407,36,2017,62,1,33,0.6753385602280827,0.7466694421315571,155,72,1,23.09699999999999,0.9863013698630136,156,47,0,25,203,25,1,26,10704,37.699640955800426,38.85010266940452,26,3,6,FALSE
splitstackshape,TRUE,TRUE,1.4.8,Stack and Reshape Datasets After Splitting Concatenated Values,131681,0,530,530,328,29,170,0,158,22,0,7,0.945121951219512,0.951219512195122,29,23,0,10.375999999999994,1,16,16,0,0,32,0,0,6,965,13.719512195121952,15.989159891598916,5,NA,NA,TRUE
SQUAREM,TRUE,TRUE,2020.2,"Squared Extrapolation Methods for Accelerating EM-Like Monotone
Algorithms",323582,0,416,416,213,4,101,58,54,2,1,1,0.784741144414169,0.8129330254041569,6,4,0,2.319999999999999,1,2,4,0,0,6,0,0,6,6358,42.234332425068125,40,6,NA,NA,FALSE
ssanv,TRUE,TRUE,1.1,"Sample Size Adjusted for Nonadherence or Variability of Input
Parameters",58457,0,353,353,44,8,21,0,23,7,0,1,0.6621621621621621,0.6990595611285266,6,8,0,0.42699999999999977,1,6,0,0,0,6,0,0,5,589,21.283783783783782,20,5,NA,NA,FALSE
stabledist,TRUE,TRUE,0.7-1,Stable Distribution Functions,101051,0,634,634,549,6,38,0,511,2,0,4,0.8986666666666666,0.93559928443649365,26,5,1,27.047999999999988,0.8333333333333334,5,22,0,0,27,0,0,12,7735,54.13333333333333,59.125475285171106,11,6,8,FALSE
startupmsg,TRUE,TRUE,0.9.6,Utilities for Start-Up Messages,32508,0,194,194,47,2,47,0,0,2,0,0,0.8859649122807017,0.9192546583850931,16,2,0,0.951000000000001,1,16,1,0,0,17,0,0,13,4020,75.43859649122807,77.41935483870968,13,NA,NA,FALSE
StatMatch,TRUE,TRUE,1.3.0,Statistical Matching or Data Fusion,1088438,0,2093,2093,372,18,372,0,0,17,1,0,0.7572639225181598,0.7930210325047802,17,18,0,6.850999999999996,1,17,0,0,0,17,0,0,5,320,3.0871670702179177,3.074517978113601,5,NA,NA,FALSE
statmod,TRUE,TRUE,1.4.34,Statistical Modeling,202303,89,1738,1827,210,25,140,0,70,24,0,1,0.8005598320503848,0.8103638368246968,47,25,0,6.529000000000002,1,51,6,0,2,57,2,0,58,12048,14.415675297410777,15.251196172248804,56,NA,NA,FALSE
statnet.common,TRUE,TRUE,4.3.0,"Common R Scripts and Utilities Used by the Statnet Project
Software",383067,218,829,1047,263,24,263,0,0,24,0,0,0.7052341597796143,0.6717877094972067,90,24,0,7.776000000000004,1,67,61,12,56,128,68,0,14,14265,44.352617079889804,44.05594405594406,14,NA,NA,TRUE
storr,TRUE,TRUE,1.2.1,Simple Key Value Stores,412721,0,1911,1911,1387,26,80,146,1161,8,2,16,0.9989888776541962,0.9991554054054054,149,10,1,19.156,0.9090909090909091,17,81,0,1,98,1,0,5,24382,51.97168857431749,49.27905004240883,5,NA,NA,TRUE
stringdist,TRUE,TRUE,0.9.5.5,Approximate String Matching and String Distance Functions,1555953,1470,516,1986,87,13,84,0,3,10,2,1,0.894005212858384,0.9049128367670365,28,13,0,1.1350000000000002,1,14,15,1,0,29,1,0,27,7597,70.72111207645526,70.99841521394612,27,6,6,TRUE
stringr,TRUE,TRUE,1.4.0,"Simple, Consistent Wrappers for Common String Operations",479256,0,562,562,1094,59,309,155,630,30,2,27,0.8964285714285716,0.9066666666666666,66,33,0,2.023000000000003,1,48,18,1,0,66,1,0,742,344579,75.35714285714286,73.52941176470588,730,NA,NA,TRUE
strucchange,TRUE,TRUE,1.5-2,"Testing, Monitoring, and Dating Structural Changes",1443117,126,6135,6261,700,37,582,39,79,35,1,1,0.6846965699208444,0.6835156544700112,63,31,6,6.746,0.8378378378378378,28,49,6,48,77,54,0,14,4542,29.90325417766051,31,14,2,3,FALSE
subplex,TRUE,TRUE,1.6,Unconstrained Optimization using the Subplex Algorithm,96578,670,26,696,88,3,26,0,62,1,0,2,0.9976470588235294,0.9977375565610859,2,3,0,13.238000000000001,1,1,0,0,0,1,0,0,8,3500,94.82352941176471,95.02262443438913,7,NA,NA,TRUE
survRM2,TRUE,TRUE,1.0-2,Comparing Restricted Mean Survival Time,291691,0,304,304,66,4,27,39,0,3,1,0,0.9772727272727273,0.9767441860465115,6,4,0,16.816000000000003,1,2,4,0,2,6,2,0,5,1676,28.40909090909091,27.906976744186046,5,NA,NA,TRUE
svglite,TRUE,TRUE,1.2.3,An 'SVG' Graphics Device,164409,751,224,975,569,23,37,2,530,6,1,16,0.9400921658986175,0.9283625730994152,25,8,0,7.4220000000000015,1,6,27,0,1,33,1,0,8,871,0.15360983102918588,0.14619883040935672,8,NA,NA,TRUE
