"arg_sig","count"
"[raw_NA]/[fn]/[{}]",1
"[l{?}]/[FPCA]/[{names}]",6
"[l{?}]/[, inline]/[{names}]",1
"[sS]/[Pop]/[{ebv,father,fixEff,gender,geno,gv,gxe,id,mother,nChr,nInd,nLoci,nTraits,pheno,ploidy,reps}]",87
"[l{C}, l{?}]/[collector_datetime,collector, collector_date,collector, collector_double,collector, collector_guess,collector, collector_logical,collector, collector_character,collector, collector_integer,collector]/[{}, {names}]",1
"[sC, sI]/[, terminal,connection, textConnection,connection]/[{conn_id}, {}]",1
"[sD, M{I}, I, data.frame, l{?}]/[, array, ts]/[{}, {dim}, {names,row.names}, {tsp}, {names}]",1
"[sS]/[Spatial, SpatialGridDataFrame, SpatialLines, SpatialLinesDataFrame, SpatialPixels, SpatialPixelsDataFrame, SpatialPoints, SpatialPointsDataFrame, SpatialPolygons, SpatialPolygonsDataFrame, estUD]/[{bbox,comment,data,plotOrder,polygons,proj4string}, {bbox,comment,plotOrder,polygons,proj4string}, {bbox,coords,coords.nrs,data,grid,grid.index,h,proj4string,vol}, {bbox,coords,coords.nrs,data,grid,grid.index,proj4string}, {bbox,coords,coords.nrs,data,proj4string}, {bbox,coords,data,grid,grid.index,proj4string}, {bbox,coords,grid,grid.index,proj4string}, {bbox,coords,proj4string}, {bbox,data,lines,proj4string}, {bbox,data,plotOrder,polygons,proj4string}, {bbox,lines,proj4string}, {bbox,proj4string}]",1
"[D, data.frame]/[]/[{names,row.names}, {}]",48
"[l{?}]/[ahn]/[{names}]",7
"[sL, M{L}, raw_NA, L]/[]/[{}, {dim}]",3
"[M{D}]/[xts,zoo]/[{.indexCLASS,.indexTZ,dim,dimnames,hyearstart,index,institution,river,station,tclass,tzone,unit,unit.parsed}, {.indexCLASS,.indexTZ,dim,hyearstart,index,institution,river,station,tclass,tzone,unit}]",1
"[l{?}]/[BioCircos,htmlwidget, HARviewer,htmlwidget, basictabler,htmlwidget, billboarder,htmlwidget, c3,htmlwidget, chromoMap,htmlwidget, dygraphs,htmlwidget, focusedMDS,htmlwidget, g3Lollipop,htmlwidget, ibmsunburst,htmlwidget, imageviewer,htmlwidget, sankeyNetwork,htmlwidget, visNetwork,htmlwidget]/[{names,package}]",2
"[D]/[pseudobma_weights, stacking_weights, pseudobma_bb_weights]/[{names}]",1
"[D, M{D}, data.frame]/[, tbl_df,tbl]/[{basis,dim,dimnames}, {basis,names,row.names}, {basis,names}]",1
"[sD, M{D}]/[]/[{dim,rank}]",2
"[l{?}]/[cmodStd]/[{names}]",4
"[l{?}]/[bart]/[{names}]",2
"[l{?}]/[gmm, gmm,gel, tsls,gmm]/[{names}]",1
"[l{?}]/[summary.lad]/[{names}]",3
"[l{?}, sC]/[, jqr]/[{names}, {}]",8
"[sE]/[AppenderDbi,AppenderMemory,Appender,Filterable,R6, AppenderDt,Appender,Filterable,R6, Logger,Filterable,R6, LoggerRoot,Logger,Filterable,R6]/[{}]",2
"[M{D}]/[3vel,vec]/[{dim,dimnames}]",5
"[l{sF}, sF]/[, AssertCollection]/[{names}, {}]",6
"[L]/[array, pixset,imager_array]/[{dim}]",1
"[D, I, M{D}]/[]/[{dim,dimnames}, {names}, {}]",6
"[sX, M{X}, X]/[]/[{}, {dim}]",1
"[M{L}, l{C}, sS]/[, itemMatrix, itemsets, ngCMatrix, rules, sequencerules, sequences, tidLists, timedsequences, transactions]/[{Dim,Dimnames,factors,i,p}, {data,elements,info,quality,sequenceInfo,tidLists,time,timeInfo}, {data,elements,info,quality,sequenceInfo,tidLists}, {data,itemInfo,itemsetInfo}, {data,itemInfo,transactionInfo}, {dim,dimnames}, {elements,info,lhs,quality,rhs,ruleInfo}, {info,items,quality,tidLists}, {info,lhs,quality,rhs}, {names}, {}]",1
"[C]/[]/[{lines}]",5
"[C, D, I, raw_NA, sD]/[]/[{names}, {}]",1
"[data.frame, l{l{?}}]/[]/[{f.nm,names,row.names,t.nm,x.nm}, {names,row.names}, {}]",2
"[l{?}]/[enet]/[{names}]",3
"[externalptr]/[lvec]/[{}, {r_attributes}]",7
"[l{?}]/[lm.spike,glm.spike, qreg.spike,glm.spike,lm.spike]/[{names}]",1
"[D, I]/[, cl_class_ids]/[{names}, {}]",2
"[I, missing]/[]/[{names}, {}]",3
"[l{?}]/[phylo,hphylo]/[{hashtips,names}]",1
"[sC, sD, C, D, sI, sL, I, L]/[, POSIXct,POSIXt, Date]/[{}, {names}]",2
"[sC]/[fixed,pattern]/[{options}]",3
"[sS]/[covMan, covTS]/[{acceptMatrix,d,hasGrad,inputNames,kernel,kernParNames,label,par,parLower,parN,parUpper}, {d,inputNames,kernel,kernParCodes,kernParNames,par,parBlock,parInput,parLower,parN,parUpper}]",3
"[M{D}]/[, mts,ts, ts]/[{dim,dimnames,seriesNames,tsp}, {dim,dimnames,tsp}, {dim,dimnames}, {dim}]",2
"[sF]/[standardGeneric]/[{default,generic,group,package,signature,skeleton,valueClass}]",239
"[L]/[arr_mask,array]/[{dim,thresh}]",3
"[data.frame]/[minimalizeCsf]/[{names,row.names}]",3
"[M{C}]/[summary.owrsp]/[{dim,dimnames}]",3
"[M{D}]/[xts,zoo]/[{.indexCLASS,.indexTZ,dim,dimnames,index,tclass,tzone}, {.indexCLASS,.indexTZ,dim,index,tclass,tzone}]",5
"[D, L]/[]/[{}]",13
"[I, M{I}]/[, array]/[{dim,dimnames,old}, {dim,old}, {names,old}]",1
"[l{?}]/[smooth.roc]/[{names,roc}]",1
"[sE]/[environment, Context,environment]/[{}, {.__GESTALT_ENV_TOP__.,.__GESTALT_EXPR_PROMISES__.}]",1
"[sN, l{l{?}}]/[]/[{}]",9
"[l{L}, sL, L]/[, binary]/[{littleEndian,signed}, {}]",2
"[M{D}, l{?}]/[, timedom]/[{dim}, {names}]",1
"[D, M{D}, sD]/[, array, ts]/[{dim,dimnames}, {dim}, {tsp}, {}]",1
"[sE]/[stat_jsfs,sumstat,coalmodelpart,R6]/[{}]",1
"[M{D}, M{I}]/[coenocline]/[{countModel,dim,expectation,locations,responseModel}]",5
"[l{?}]/[gnls,gls]/[{names}]",2
"[l{?}, l{C}, l{l{?}}, l{sF}]/[]/[{names}]",1
"[l{?}]/[core]/[{names}]",1
"[M{D}]/[, table]/[{dim}, {dim,dimnames}]",1
"[l{?}]/[trunc_mat_spec_tbl_df,trunc_mat_tbl_df,trunc_mat_tbl,trunc_mat_data.frame,trunc_mat, trunc_mat_ical,trunc_mat_tbl_df,trunc_mat_tbl,trunc_mat_data.frame,trunc_mat, trunc_mat_keyed_df,trunc_mat_tbl_df,trunc_mat_tbl,trunc_mat_data.frame,trunc_mat, trunc_mat_tbl_df,trunc_mat_tbl,trunc_mat_data.frame,trunc_mat, trunc_mat_bench_mark,trunc_mat_tbl_df,trunc_mat_tbl,trunc_mat_data.frame,trunc_mat, trunc_mat_hip_pos,trunc_mat_tbl_df,trunc_mat_tbl,trunc_mat_data.frame,trunc_mat]/[{names}]",1
"[l{D}]/[MvnPrior,Prior]/[{names}]",1
"[sD]/[lambda5]/[{names}]",2
"[l{?}]/[simpleError,condition]/[{names}]",6
"[L, sL]/[vector_with_cause]/[{cause,names}, {cause}]",1
"[l{language}, l{?}]/[quosures, ]/[{}, {names}]",1
"[l{?}]/[bgtCI]/[{names}]",3
"[l{?}]/[element_blank,element, element_line,element, element_text,element]/[{names}, {}]",1
"[C, D, I, data.frame, l{?}, l{C}, l{D}, l{I}, sC, sI]/[, CoDiNA,data.table, data.table, msdata, nfnGroupedData,nfGroupedData,groupedData, periodic_df, spec_tbl_df,tbl_df,tbl, tbl_df,tbl]/[{.data.table.locked,.internal.selfref,names,row.names,sorted}, {.internal.selfref,names,row.names,sorted}, {.internal.selfref,names,row.names}, {levels}, {na.action,names,row.names}, {names,row.names,spec}, {names,row.names,terms}, {names,row.names,trans}, {names,row.names}, {names}, {}]",1
"[M{D}, M{I}, sS]/[, SpatialGridDataFrame]/[{bbox,coords,data,grid,grid.index,proj4string}, {dim}]",1
"[l{?}]/[]/[{names,width}]",3
"[D, I, sD]/[, GRtime]/[{format}, {names}, {}]",2
"[sI]/[rsi,ordered]/[{levels}]",1
"[l{C}]/[DescriptionLogical,DescriptionField]/[{names}]",1
"[data.frame]/[]/[{names,reshapeWide,row.names}]",3
"[D, sD, sN]/[]/[{names}, {}]",19
"[language]/[Formula, Formula,formula, gFormula,Formula,formula, pFormula,Formula,formula]/[{.Environment,lhs,rhs}, {.Environment,rhs}]",1
"[D, I, l{D}, sN]/[]/[{levels}, {names}, {}]",1
"[sF]/[bnbvcdf]/[{n,p}]",2
"[C]/[]/[{.match.hash}]",2
"[M{D}]/[zooreg,zoo]/[{dim,dimnames,frequency,index}]",13
"[sS, sD, D, I]/[, array, hyperSpec]/[{data,label,log,wavelength}, {}, {dim}, {names}]",1
"[data.frame]/[tbl,tbl_df]/[{names,row.names}]",3
"[l{?}, l{l{?}}]/[, fitdist]/[{names}, {}]",4
"[C, D, l{C}, l{l{?}}, sC]/[]/[{names}, {}]",1
"[M{C}, sC]/[]/[{dim}]",2
"[l{externalptr}, l{l{?}}]/[xml_document,xml_node, xml_nodeset]/[{names}, {}]",1
"[C, D, I, sC, sI]/[, ordered]/[{levels}, {}]",1
"[C, data.frame, l{C}]/[]/[{names,row.names}, {}]",1
"[l{?}]/[4thcorner]/[{names}]",3
"[M{D}, D]/[crossdist, dist]/[{call,Diag,method,Size,Upper}, {call,dim,dimnames,method}, {call,Diag,Labels,method,Size,Upper}, {call,dim,method}]",1
"[l{?}]/[psych,fa]/[{names}]",3
"[C, sC, sF, sN]/[]/[{srcref}, {}]",3
"[l{?}]/[artfima]/[{names}]",4
"[l{?}]/[ict]/[{names}]",4
"[l{?}]/[estfun]/[{names}]",2
"[l{I}, l{C}]/[DataframeSource,SimpleSource,Source, VectorSource,SimpleSource,Source]/[{names}]",1
"[sS]/[PairwiseComparisonMatrix]/[{values,valuesChar,variableNames}]",4
"[data.frame, error]/[, correlation_matrix,tbl_df,tbl]/[{names,row.names}, {}]",1
"[D, l{D}]/[]/[{names,probability_distrib}, {names}]",1
"[D, sD, sI]/[, integer64]/[{}]",2
"[l{?}]/[hdmda]/[{names}]",2
"[sS]/[vglm]/[{assign,call,callXm2,coefficients,constraints,contrasts,control,criterion,df.residual,df.total,dispersion,effects,extra,family,fitted.values,iter,misc,model,na.action,offset,post,predictors,preplot,prior.weights,qr,R,rank,residuals,ResSS,smart.prediction,terms,weights,x,xlevels,Xm2,y,Ym2}]",4
"[l{?}, sD]/[glm,lm, logLik]/[{df,nobs}, {names}]",3
"[l{l{?}}, sF]/[, bn.fit,bn.fit.dnet]/[{names}, {}]",1
"[l{Y}]/[]/[{names}]",4
"[l{l{?}}]/[inpoOutput]/[{names}]",5
"[data.frame]/[tbl_df,tbl]/[{names,row.names,terms}, {max_date,min_date,names,period_table,periodicity,row.names}, {names,reshapeLong,row.names}, {label,names,row.names}, {names,out.attrs,row.names}, {estName,names,pri.vars,row.names}, {na.action,names,row.names}, {.internal.selfref,index,names,row.names,sorted}, {.internal.selfref,names,row.names}, {clNames,estName,mesg,names,pri.vars,row.names}, {names,row.names}, {estName,mesg,names,pri.vars,row.names}]",1
"[sN, sS]/[, RasterLayer]/[{crs,data,extent,file,history,legend,ncols,nrows,rotated,rotation,title,z}, {}]",1
"[D, I]/[dates,times]/[{format,origin}]",1
"[l{?}]/[zeroGrob,grob,gDesc]/[{names}]",3
"[C, D, I]/[]/[{levels}, {}]",11
"[D, I, sD]/[, chron,dates,times, dates,times]/[{format,labels,names,origin}, {format,names,origin}, {format,origin}, {origin}, {}]",1
"[sD]/[tbstat,Date, tbstat]/[{names}]",1
"[C, data.frame, language, sC, sD, sF, sL]/[, call]/[{names,row.names}, {}]",1
"[M{D}]/[]/[{dim,dimnames,model-based}]",1
"[l{D}]/[]/[{AIC,AICc,BIC,GML,k,names,NLL,penalty,scale.min,Th,x.max,x.min,y.max,y.min}, {AIC,AICc,BIC,fixed,GML,k,names,NLL,penalty,scale.min,Th,x.max,x.min,y.max,y.min}]",1
"[C, D, I, data.frame, sC, sD, sI, sN]/[]/[{levels}, {names,row.names}, {}]",1
"[l{?}]/[model.geoRglm]/[{names}]",2
"[missing, raw_NA]/[]/[{dim}, {}]",1
"[sD, sI, sN]/[]/[{levels}, {}]",1
"[l{I}, l{sS}, I, l{?}]/[]/[{}, {names}]",1
"[l{?}]/[ah]/[{names}]",4
"[C, l{C}, sF]/[]/[{}]",1
"[l{?}]/[rayleigh.test]/[{names}]",3
"[M{C}, M{D}, M{I}, M{L}]/[]/[{dim}]",1
"[M{C}, error]/[, xts,zoo]/[{.indexCLASS,.indexTZ,Ask,AskSize,Bid,BidSize,dim,dimnames,index}, {.indexCLASS,.indexTZ,dim,dimnames,index,Price}, {.indexCLASS,.indexTZ,dim,dimnames,index,tclass,tzone}, {}]",1
"[C, sC, sS]/[, CompressedIRangesList, IRanges]/[{elementMetadata,elementType,metadata,NAMES,start,width}, {elementMetadata,elementType,metadata,partitioning,unlistData}, {}]",4
"[M{D}]/[]/[{available,dim,dimnames,markerattr,orig.ids}, {dim,dimnames}]",1
"[l{?}]/[tsp.tree,tree]/[{names,xlevels,ylevels}]",4
"[l{?}]/[RandomMatrixModel]/[{names}]",1
"[sD]/[corGrafen,corPhyl,corStruct, corMartins,corPhyl,corStruct]/[{covariate,Dim,factor,fixed,formula,index,logDet,tree}]",1
"[l{?}]/[SparseBlockMatrixR]/[{names}]",17
"[D, M{C}, data.frame, l{?}]/[]/[{dim,dimnames}, {names,row.names}, {names}, {}]",3
"[l{language}, l{D}, l{?}]/[]/[{}, {names}]",1
"[M{I}, data.frame]/[, table]/[{dim,dimnames}, {names,row.names}]",1
"[l{?}, l{D}]/[OutputsModel,daily,GR]/[{names}]",1
"[C, D, I, L, raw_NA, sC, sD, sI, sL]/[]/[{levels}, {names}, {}]",1
"[l{?}]/[lme, nlme,lme]/[{labels,names,units}, {names}]",3
"[l{?}]/[imptree]/[{names}]",6
"[sS]/[dgCMatrix]/[{assign,Dim,Dimnames,factors,i,p,x}]",1
"[l{l{?}}]/[bn.fit,bn.fit.dnet]/[{names}]",9
"[D, I]/[ijtiff_img,array]/[{bits_per_sample,color_space,compression,dim,length,orientation,planar_config,resolution_unit,rows_per_strip,sample_format,samples_per_pixel,width,x_resolution,y_resolution}, {dim}]",1
"[sS]/[haplotype]/[{hID,phID0,phID1,qtl,snp}]",6
"[sS]/[IRanges]/[{elementMetadata,elementType,metadata,NAMES,start,width}]",57
"[sS]/[cocor.dep.groups.overlap]/[{alpha,alternative,conf.level,data.name,diff,dunn1969,hendrickson1970,hittner2003,hotelling1940,meng1992,n,null.value,olkin1967,pearson1898,r.jh,r.jk,r.kh,steiger1980,test,var.labels,williams1959,zou2007}]",3
"[l{?}]/[qvalue]/[{names}]",1
"[l{?}]/[garnished.grob,roundrect,grob,gDesc]/[{names}]",1
"[l{?}]/[summary.mpl]/[{names}]",3
"[error, missing, sC, sN]/[]/[{}]",1
"[Y, language, sD, sN]/[, call, name, {]/[{srcfile,srcref,wholeSrcref}, {}]",1
"[sE]/[data_node,node,R6, operation_node,node,R6]/[{}]",2
"[L, raw_NA, sL]/[]/[{vmode}, {}]",1
"[sS]/[Extent]/[{xmax,xmin,ymax,ymin}]",6
"[sC]/[geofeaturecollection,geojson, geogeometrycollection,geojson, geolinestring,geojson, geomultilinestring,geojson, geomultipoint,geojson, geomultipolygon,geojson, geopoint,geojson]/[{coords,featgeoms,geoms}, {coords,no_lines,no_nodes_each_line}, {coords,no_polygons}, {coords}, {five_feats,no_features,type}]",3
"[data.frame]/[xtable]/[{caption,names,row.names}, {names,row.names}]",1
"[sS]/[HMM, HMMVB, HMMVBBIC, VB]/[{BIC,configList,numst,optHMMVB}, {BIC,diagCov,HmmChain,VbStructure}, {a,a00,dim,mean,numst,prenumst,sigma,sigmaDetLog,sigmaInv}, {bdim,dim,nb,numst,varorder}]",1
"[sD, M{D}, D]/[, array]/[{dim}, {dim,dimnames}]",1
"[l{?}, l{D}]/[, surfaceGrid]/[{names}]",1
"[l{?}]/[rawBlock]/[{names}]",14
"[I, M{I}]/[]/[{dim}, {}]",8
"[M{D}, M{C}]/[deficit,xts,zoo, xts,zoo, cenTS,xts,zoo]/[{.indexCLASS,.indexTZ,dim,dimnames,index,Price}, {.indexCLASS,.indexTZ,dim,dimnames,index,tclass,tzone}, {.indexCLASS,.indexTZ,Ask,AskSize,Bid,BidSize,dim,dimnames,index}, {.indexCLASS,.indexTZ,deltat,dim,dimnames,hyearstart,index,institution,river,station,tclass,tzone,unit,unit.parsed}, {.indexCLASS,.indexTZ,dim,dimnames,hyearstart,index,institution,river,station,tclass,tzone,unit,unit.parsed}, {.CLASS,.indexCLASS,.indexTZ,dim,dimnames,index,tclass,tzone}, {.indexCLASS,.indexTZ,censoring.rate,dim,dimnames,index,tclass,tzone,value.name,xreg}, {.indexCLASS,.indexTZ,dim,dimnames,index,src,tclass,tzone,updated}]",1
"[weakref]/[weakref]/[{}]",2
"[l{D}, sN]/[, aquaenv]/[{names}, {}]",1
"[l{?}]/[summary.betareg]/[{names}]",3
"[M{D}]/[]/[{center,dim,shape}]",1
"[l{?}]/[gfit]/[{names}]",4
"[D, I, missing, sD, sL]/[]/[{}]",1
"[M{D}, M{I}, M{L}]/[]/[{dim,dimnames}]",1
"[I]/[haven_labelled_spss,haven_labelled]/[{label,labels,na_values}]",1
"[missing, sD, sN]/[]/[{}]",5
"[D, I, data.frame]/[, data.table]/[{.internal.selfref,names,row.names,sorted}, {.internal.selfref,names,row.names,trans}, {.internal.selfref,names,row.names}, {levels}, {}]",1
"[l{?}]/[innov,SS,TSmodel, ARMA,TSmodel]/[{names,seriesNamesInput,seriesNamesOutput}, {names,seriesNamesOutput}]",3
"[l{?}]/[psis_loo,loo]/[{dims,names}]",4
"[l{?}]/[glkerns,KernS]/[{names}]",2
"[I, missing]/[]/[{}]",31
"[C]/[, dplyr_sel_vars]/[{}, {groups}]",1
"[]/[]/[]",910716
"[l{l{?}}]/[ltraj]/[{proj4string,regular,typeII}]",22
"[sC, sE]/[, Logger,Filterable,R6]/[{}]",1
"[l{?}]/[project_replace_request]/[{names}]",1
"[data.frame]/[, tbl_df,tbl, data.table]/[{.internal.selfref,names,row.names}, {names,row.names}]",1
"[l{l{?}}, l{externalptr}, l{?}]/[]/[{names}]",1
"[M{D}, D]/[zoo, xts,zoo]/[{.indexCLASS,.indexTZ,index,tclass,tzone}, {.indexCLASS,.indexTZ,dim,dimnames,index,tclass,tzone}, {.indexCLASS,.indexTZ,dim,index,tclass,tzone}, {dim,index}, {index}]",1
"[l{?}, sN]/[, ltm]/[{names}, {}]",1
"[l{D}]/[SpikeSlabPrior,SpikeSlabPriorBase]/[{names}]",1
"[l{?}]/[Param, LearnerParam,Param]/[{names}]",1
"[l{?}, l{D}]/[, sparsebnFit]/[{names}, {}]",1
"[M{D}]/[]/[{dim,dimnames,parms}]",1
"[l{I}, l{Y}, l{L}, l{sS}, l{sN}, l{D}, l{C}, l{l{?}}, l{?}]/[]/[{}, {names}]",1
"[sF, l{sS}]/[publicValue, private, publicFunction, publicEnv]/[{}]",1
"[M{D}]/[]/[{dim,dimnames,scaled:center,scaled:scale}, {dim,dimnames,scaled:center}]",5
"[M{D}]/[deSolve]/[{dim,dimens,dimnames,istate,lengthvar,nspec,rstate,type}]",2
"[sC]/[]/[{rev}]",2
"[R, error, l{?}, l{l{?}}, sC]/[]/[{}]",1
"[sD]/[]/[{iterations,sd}]",3
"[M{D}, sL]/[]/[{}, {dim,dimnames}]",3
"[sS]/[fecObjInteger]/[{distOffspring,fecByDiscrete,fecConstants,fecNames,fitFec,offspringRel,offspringSplitter,thetaOffspringSize,Transform,vitalRatesPerOffspringType}]",2
"[I]/[]/[{names,nnz}, {names}]",1
"[M{D}]/[svyvar,svystat]/[{dim,dimnames,statistic,var}]",2
"[sD, sF, language, error]/[, formula]/[{}, {.Environment}]",1
"[sF]/[publicValue]/[{}]",1
"[language, l{language}]/[, formula]/[{.Environment}, {}]",11
"[D, M{D}, sD]/[, matrix,expanded_as_numeric]/[{dim,dimnames,i_disc,levels}, {}]",1
"[C, D, I, sC, sD, sI, sN]/[]/[{}]",1
"[sC, C, sI, l{sN}, I, l{C}, l{?}]/[]/[{}, {names}]",1
"[sN, l{l{?}}]/[, person]/[{}]",1
"[M{D}]/[]/[{dim,dimnames,type}]",3
"[C, I, L, missing, sD, sI]/[]/[{names,pointers}, {names}, {}]",1
"[I, sI, sN]/[]/[{}]",15
"[l{?}]/[hdglm,hdlm]/[{names}]",2
"[sD, M{D}, D]/[, circular,array, circular]/[{circularp,dim}, {circularp}, {circularp,dim,dimnames}, {circularp,names}, {circularp,medians}]",1
"[M{D}]/[]/[{dim}, {dim,family,parameters}, {dim,dimnames}]",2
"[l{?}]/[tfdrobj]/[{names}]",2
"[l{language}, l{?}]/[]/[{}]",1
"[R]/[bigz]/[{}, {mod}]",1
"[l{?}]/[pco]/[{names}]",7
"[sD, D]/[integer64]/[{}]",8
"[l{?}, missing]/[, output.geoR]/[{names}, {}]",1
"[l{?}]/[gam,glm,lm]/[{call,names}]",1
"[R]/[, hash,sha256]/[{}]",1
"[l{?}]/[gpg,indicator]/[{names}]",2
"[error, sF]/[, standardGeneric]/[{default,generic,group,package,signature,skeleton,srcref,valueClass}, {}]",1
"[l{?}]/[lokerns,KernS]/[{names}]",3
"[D, M{D}]/[, dist]/[{Labels,Size}, {dim,dimnames}]",1
"[D, error, sD]/[]/[{}]",20
"[l{?}]/[snm]/[{names}]",2
"[l{?}]/[MCTtest]/[{names}]",1
"[data.frame, sF, unevaled]/[]/[{names,row.names,terms}, {}]",7
"[l{C}, l{l{?}}, l{?}]/[shiny.tag.list]/[{}]",1
"[l{?}]/[covRob]/[{names}]",1
"[C, D, I, error, l{D}, sF]/[]/[{names}, {}]",1
"[l{l{?}}]/[BioCircosTracklist]/[{}]",12
"[sC, sD, l{C}, sN]/[, simple.list]/[{}, {names}]",1
"[M{D}]/[bmk]/[{dim,dimnames}]",2
"[M{D}, data.frame]/[]/[{dim,dimnames,scaled:center,scaled:scale}, {dim}, {names,row.names}]",1
"[sF]/[prdfn,fn,composed]/[{conditions,mappings}]",1
"[sD]/[corGrafen,corPhyl,corStruct]/[{covariate,Dim,factor,fixed,formula,index,logDet,tree}, {covariate,Dim,fixed,formula,index,logDet,tree}, {covariate,Dim,fixed,formula,index,tree}]",1
"[data.frame]/[, nmGroupedData,groupedData]/[{formula,formulaList,FUN,names,order.groups,row.names}, {f.nm,names,row.names,t.nm,x.nm}, {names,row.names}]",1
"[l{?}]/[DR]/[{names}]",3
"[l{?}]/[censReg,maxLik,maxim, intReg,maxLik,maxim, maxLik,maxim]/[{names}]",5
"[sE]/[jaatha_model,R6]/[{}]",12
"[l{l{?}}, l{externalptr}, l{?}]/[xml_node, xml_nodeset, xml_missing]/[{}, {names}]",1
"[l{sF}]/[write_stream,write_function]/[{names}]",1
"[C, sC]/[, jqson]/[{}]",2
"[I, L, sI]/[]/[{}]",2
"[M{D}]/[]/[{assign,contrasts,dim,dimnames}, {assign,dim,dimnames}, {dim,dimnames}, {dim}]",1
"[sS]/[unmarkedEstimateList]/[{estimates}]",1
"[data.frame]/[keylong]/[{missSymbol,names,row.names,varlab}]",2
"[l{l{?}}]/[multibasta]/[{names}]",2
"[sI, M{I}, I]/[]/[{}, {dim}, {dim,dimnames}, {names}]",1
"[l{?}]/[constGel.res, baseGel.res]/[{names}]",1
"[l{?}]/[invest]/[{names}]",5
"[sF]/[, standardGeneric]/[{default,generic,group,package,signature,skeleton,srcref,valueClass}, {srcref}, {}]",5
"[sD, M{D}, D, M{I}, I]/[, array]/[{dim}]",2
"[M{D}, raw_NA]/[xyz]/[{dim}]",2
"[l{?}]/[envfit]/[{names}]",2
"[l{sF}, sF]/[]/[{names}, {}]",2
"[l{?}]/[rock]/[{names}]",5
"[l{?}]/[summary.bivar]/[{names}]",2
"[I, L, externalptr, raw_NA, sD, sL, sN]/[, lvec]/[{}]",1
"[D, I, L, sD, sI, sL]/[]/[{names}, {}]",1
"[M{I}, error]/[]/[{dim,dimnames}, {}]",5
"[l{l{?}}]/[bn.tan,bn.fit,bn.fit.dnet]/[{names,training}]",2
"[C, sD]/[, Date, POSIXct,POSIXt]/[{tzone}, {}]",1
"[l{?}]/[covariogram]/[{names}]",3
"[data.frame, missing]/[]/[{format.born,format.date,names,param,row.names}, {}]",1
"[C, sC, sF]/[]/[{names}, {srcref}]",1
"[L, raw_NA]/[]/[{}, {names}]",1
"[M{D}]/[sparkline]/[{dim,dimnames}]",2
"[l{?}, l{externalptr}, l{l{?}}]/[]/[{names}, {}]",1
"[data.frame, l{l{?}}]/[stdComplexCond,complexCond,cond, complexCond,cond, atomicCond,cond, booleanCond,cond, stdBooleanCond,booleanCond,cond, stdAtomicCond,atomicCond,cond]/[{cases,info,n,names,row.names,type}, {cases,info,n,names,row.names,tt,type}, {cases,complStruct,info,n,names,type}, {cases,info,n,names,type}]",1
"[M{D}]/[]/[{dim,rank}, {dim,dimnames,rank}]",1
"[l{?}]/[summary_hIRT]/[{names}]",3
"[l{?}]/[lm.circular.cc, lm.circular.cl]/[{names}]",1
"[M{D}, D]/[, ts]/[{}, {dim,tsp}]",1
"[l{L}, l{C}, l{l{?}}, l{?}]/[]/[{names}]",1
"[sS]/[modelorg]/[{allGenes,comp_attr,genes,gpr,gprRules,lowbnd,met_attr,met_comp,met_de,met_id,met_name,met_num,met_single,mod_attr,mod_compart,mod_desc,mod_id,mod_key,mod_name,obj_coef,react_attr,react_de,react_id,react_name,react_num,react_rev,react_single,rxnGeneMat,S,subSys,uppbnd,version}]",9
"[l{?}]/[summary.EMFASTICAALG]/[{names}]",5
"[D]/[dist]/[{call,Diag,Labels,method,Size,Upper,weights}]",1
"[sS]/[brob]/[{positive,x}]",6
"[M{D}]/[]/[{assign,dim,dimnames,scaled:center,scaled:scale}]",10
"[sS]/[erodebin]/[{call,cAtt,cdfcut,cell,cID,count,dimen,erode,eroded,n,ncells,shape,xbins,xbnds,xcm,xlab,ybnds,ycm,ylab}]",4
"[sD]/[lavaan.tables.fit.Cm]/[{CM.group,DF}]",2
"[I]/[cl_class_ids]/[{}]",4
"[l{?}, l{l{?}}]/[cl_dendrogram_ensemble,cl_hierarchy_ensemble,cl_ensemble, cl_partition_by_class_ids,cl_hard_partition,cl_partition, cl_partition_by_memberships,cl_partition, cl_partition_ensemble,cl_ensemble, hclust]/[{n_of_objects,names}, {n_of_objects}, {names}]",1
"[I, l{sN}, sC, sD, sF, sI, sN]/[]/[{}]",3
"[l{?}]/[kcube.irt.model]/[{names}]",7
"[l{l{?}}]/[]/[{created,date,names,originator,preamble}]",1
"[D, l{?}]/[, locfit]/[{names}, {}]",1
"[l{?}]/[int.lsbclust]/[{names}]",4
"[sI, sS]/[CFILE, file,connection, filematrix, laf, textConnection,connection, url,connection]/[{.xData}, {column_names,column_types,column_widths,file_id,file_type,filename,levels,options}, {conn_id}, {ref}]",1
"[l{D}, l{L}, sD]/[]/[{names}, {}]",2
"[D]/[]/[{tsp}]",3
"[M{L}]/[]/[{dim,dimnames}]",63
"[sD, D]/[times]/[{format}, {format,labels,names}]",1
"[l{?}]/[, pam,partition]/[{names}]",1
"[l{?}]/[g3Lollipop,htmlwidget]/[{names,package}]",1
"[l{sS}, sS]/[, FLXMRbeta_extra]/[{contrasts,contrasts_precision,control,defineComponent,extra_components,fit,formula,fullformula,link,link.phi,name,offset,precision,preproc.x,preproc.y,terms,terms_precision,weighted,x,xlevels,xlevels_precision,y,z}, {}]",2
"[l{l{?}}]/[bibentry, BibEntry,bibentry]/[{}]",2
